Timestamp,Temperature,Humidity
2022-09-01 00:02:11,49.29,77.38
2022-09-01 00:04:50,46.3,81.27
2022-09-01 00:05:09,40.68,86.09
2022-09-01 00:14:26,48.55,75.16
2022-09-01 00:14:54,41.56,79.01
2022-09-01 00:16:49,42.02,79.56
2022-09-01 00:17:42,41.54,79.36
2022-09-01 00:25:51,38.68,93.5
2022-09-01 00:26:47,39.51,95.19
2022-09-01 00:31:34,46.24,97.5
2022-09-01 00:31:54,46.79,98.51
2022-09-01 00:35:19,44.17,87.93
2022-09-01 00:35:57,39.19,74.9
2022-09-01 00:36:15,44.92,80.52
2022-09-01 00:38:18,46.44,85.12
2022-09-01 00:38:41,43.01,90.61
2022-09-01 00:42:59,34.48,98.17
2022-09-01 00:50:47,39.97,90.46
2022-09-01 00:51:42,48.81,84.06
2022-09-01 00:58:13,41.41,98.08
2022-09-01 01:07:08,47.46,87.26
2022-09-01 01:10:47,32.31,76.09
2022-09-01 01:12:53,42.01,83.83
2022-09-01 01:13:21,31.06,95.38
2022-09-01 01:19:53,49.58,98.63
2022-09-01 01:23:44,39.19,76.9
2022-09-01 01:26:26,33.06,82.55
2022-09-01 01:26:31,38.7,83.02
2022-09-01 01:28:32,42.61,72.32
2022-09-01 01:37:52,31.39,99.81
2022-09-01 01:39:29,39.67,91.82
2022-09-01 01:41:35,49.73,85.58
2022-09-01 01:43:02,34.47,93.83
2022-09-01 01:44:31,36.98,73.56
2022-09-01 01:46:33,46.05,85.12
2022-09-01 01:47:11,39.8,96.76
2022-09-01 01:54:43,42.58,99.55
2022-09-01 01:56:12,32.23,76.25
2022-09-01 01:56:29,38.78,82.18
2022-09-01 01:58:07,43.8,93.51
2022-09-01 01:59:08,48.78,92.55
2022-09-01 02:06:26,35.49,75.24
2022-09-01 02:07:35,34.52,97.38
2022-09-01 02:08:50,34.99,78.19
2022-09-01 02:15:19,31.46,98.4
2022-09-01 02:15:20,32.14,98.92
2022-09-01 02:18:20,36.15,94.08
2022-09-01 02:21:25,39.24,80.7
2022-09-01 02:23:22,30.46,86.48
2022-09-01 02:33:57,49.12,85.75
2022-09-01 02:43:20,33.74,71.01
2022-09-01 02:44:48,38.96,93.22
2022-09-01 02:45:52,38.94,81.74
2022-09-01 02:52:00,35.07,79.32
2022-09-01 02:59:21,36.19,80.99
2022-09-01 03:00:22,34.34,88.47
2022-09-01 03:01:09,40.38,93.09
2022-09-01 03:08:46,44.63,75.46
2022-09-01 03:11:14,38.29,84.22
2022-09-01 03:12:09,48.92,99.1
2022-09-01 03:23:37,43.47,79.68
2022-09-01 03:25:17,30.11,76.62
2022-09-01 03:25:34,42.72,90.11
2022-09-01 03:25:49,38.76,98.64
2022-09-01 03:37:24,30.28,90.41
2022-09-01 03:38:37,47.9,94.03
2022-09-01 03:43:29,44.81,85.09
2022-09-01 03:45:56,43.56,90.2
2022-09-01 03:49:50,33.78,75.53
2022-09-01 03:57:10,49.26,90.22
2022-09-01 03:57:16,40.29,75.7
2022-09-01 04:03:10,36.78,73.7
2022-09-01 04:03:53,44.42,83.03
2022-09-01 04:07:00,48.58,70.53
2022-09-01 04:10:04,35.45,92.7
2022-09-01 04:15:35,36.81,90.11
2022-09-01 04:18:25,40.35,79.17
2022-09-01 04:21:28,35.71,97.06
2022-09-01 04:21:41,33.9,80.39
2022-09-01 04:28:17,32.62,97.33
2022-09-01 04:30:51,41.94,73.62
2022-09-01 04:30:51,44.83,80.24
2022-09-01 04:31:48,46.72,98.41
2022-09-01 04:39:57,35.66,75.85
2022-09-01 04:49:27,39.56,82.44
2022-09-01 05:09:04,31.43,85.17
2022-09-01 05:09:56,40.83,83.51
2022-09-01 05:14:05,37.84,86.63
2022-09-01 05:15:02,34.83,98.01
2022-09-01 05:25:52,35.46,97.21
2022-09-01 05:29:06,42.97,85.61
2022-09-01 05:29:08,33.58,70.87
2022-09-01 05:33:03,45.79,82.0
2022-09-01 05:42:37,30.29,88.44
2022-09-01 05:43:40,46.09,80.41
2022-09-01 05:43:44,33.53,95.5
2022-09-01 05:58:14,31.59,87.87
2022-09-01 05:59:38,41.94,80.05
2022-09-01 06:08:30,35.53,96.87
2022-09-01 06:14:25,37.45,89.52
2022-09-01 06:14:42,39.08,77.43
2022-09-01 06:15:06,37.37,92.31
2022-09-01 06:22:29,31.14,83.9
2022-09-01 06:26:24,41.79,81.61
2022-09-01 06:29:29,34.65,91.99
2022-09-01 06:30:31,40.17,80.95
2022-09-01 06:34:03,46.8,94.52
2022-09-01 06:43:06,32.97,79.24
2022-09-01 06:46:26,43.22,75.94
2022-09-01 06:54:22,48.96,83.31
2022-09-01 06:59:53,49.52,81.08
2022-09-01 07:11:10,34.42,80.75
2022-09-01 07:11:18,40.44,91.32
2022-09-01 07:12:52,41.91,75.05
2022-09-01 07:12:55,48.45,94.85
2022-09-01 07:29:01,35.8,88.22
2022-09-01 07:29:50,33.54,82.24
2022-09-01 07:30:08,39.3,95.08
2022-09-01 07:36:10,48.02,82.49
2022-09-01 07:38:52,38.23,84.7
2022-09-01 07:53:22,41.95,91.23
2022-09-01 07:56:56,39.18,73.42
2022-09-01 07:57:37,38.69,71.26
